0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,3,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,7,1,1,3,1,7,1,7,0,7,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,1,1,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,7,0,7,1,1,1,0,7,1,3,1,1,1,1,7,1,1,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,7,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,1,1,7,1,1,1,1,7,3,0,1,1,1,2,2,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0
1,0,0,1,1,1,1,1,1,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,1,0,5,5,1,1,1,1,2,2,2,2,0,1,1,1,1,1,1,1,1,0,5,5,3,1,1,1,2,2,2,2,0,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,3,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,0,11,1,0,0,1,1,1,1,1,1,1,0,1,3,0,5,5,5,5,5,1,1,2,2,2,2,2,1,1,1,1,0,1,0,0,5,5,5,3,5,1,1,2,2,2,2,2,1,1,1,1,7,1,1,1,7,1,1,7,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,7,1,1,1,7,7,1,1
1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,0,3,5,5,5,6,5,5,1,1,2,2,2,2,2,2,3,10,3,10,0,0,5,0,5,6,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,0,2,2,2,1,1,1,10,0,3,5,6,5,5,5,5,5,1,1,2,2,2,2,2,1,1,1,10,0,5,5,8,5,5,3,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,1,1,1,1,2,1,1,1,0,0,1,10,0,0,1,1,2,2,2,2,1,2,10,10,3,10,5,5,6,5,5,1,0,1,2,2,2,2,2,2,1,2,10,10,10,10,5,5,6,3,5,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,1,1,1,1,2,1,1,1,6,0,0,10,0,2,0,1,1,2,2,2,2,2,1,0,3,10,5,11,5,5,5,0,0,1,1,2,2,2,2,2,2,2,1,0,0,3,5,11,0,3,5,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,1,1,1,1,1,1,1,1,1,1,0,10,2,2,2,2,2,2,2,2,2,2,2,2,3,10,10,10,10,10,10,0,0,1,1,2,2,2,2,2,2,2,2,2,0,10,10,10,10,3,10,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,1,1,1,1,1,1,1,1,1,2,2,10,2,2,0,0,2,2,2,2,2,2,2,2,3,0,1,1,0,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,1,1,0,3,10,1,1,1,1,2,2,2,2,5,5,2,2,5,5,2,2,2,5,5,5,2,2,2,3,5,2,2,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,1,1,1,1,1,1,1,2,2,2,10,1,1,1,1,1,0,2,2,2,2,2,2,3,0,0,0,1,1,10,1,0,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,1,3,10,7,0,2,2,2,2,2,1,5,1,5,1,5,1,1,1,1,1,5,1,5,1,1,3,5,5,7,1,5,7,1,7,5,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1
1,2,2,1,1,1,1,1,1,2,2,1,10,1,1,5,1,1,1,1,1,2,2,2,2,3,0,0,0,1,1,10,1,1,1,2,2,2,1,1,1,2,2,2,2,2,0,0,0,1,3,10,7,1,1,2,2,2,1,1,5,1,7,5,5,5,1,1,5,1,5,5,1,7,5,3,7,1,1,5,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,1,1,1,2,1,1,10,1,5,6,5,5,1,1,1,1,2,2,2,3,0,0,0,0,1,10,1,1,0,1,1,1,1,1,7,1,2,2,2,2,0,0,0,0,3,10,1,7,0,1,1,1,1,1,5,1,5,1,7,1,5,1,1,1,1,1,1,5,5,3,5,1,1,1,5,1,1,5,5,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1
